,crp_id,direct_amount,direct_count,employee_amount,employee_count,id,name,total_amount,total_count
0,N00029556,0,0,39700.00,17,05b1fc6cfe2a4bfd9ff789d9e63006a5,Teaco Energy,39700.00,17
1,N00029556,0,0,27800.00,47,5c77d857008c48f4ae56f663715f0cb5,State of New Mexico,27800.00,47
2,N00029556,0,0,25900.00,11,23e1f2c48fd24c8eb26d7ec82504a805,Sundance Services,25900.00,11
3,N00029556,25000.00,6,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,25000.00,6
4,N00029556,0,0,20250.00,13,16cbf96dabdf4ec888906ac51967f7c5,Lucky Services,20250.00,13
5,N00029556,20000.00,7,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,20000.00,7
6,N00029556,20000.00,4,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,20000.00,4
7,N00029556,20000.00,7,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,20000.00,7
8,N00029556,20000.00,4,0,0,0d4eebd7aefc499397ca188acf571499,AmeriPAC: The Fund for a Greater America,20000.00,4
9,N00029556,20000.00,5,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,5
10,N00029556,20000.00,5,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,20000.00,5
0,N00029736,0,0,51105.00,37,,Varischetti & Sons,51105.00,37
1,N00029736,0,0,35500.00,21,,Kriebel Minerals,35500.00,21
2,N00029736,35000.00,13,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,35000.00,13
3,N00029736,35000.00,8,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,35000.00,8
4,N00029736,35000.00,24,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,35000.00,24
5,N00029736,30000.00,15,1000.00,1,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,31000.00,16
6,N00029736,28150.00,19,0,0,567930c691434b488db60b2b6253d18f,FirstEnergy Corp,28150.00,19
7,N00029736,27000.00,15,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,27000.00,15
8,N00029736,26700.00,19,0,0,56d7d099311f4fa4bf4f2c262031bb30,National Fuel Gas Corp,26700.00,19
9,N00029736,25000.00,10,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,25000.00,10
0,N00030191,25000.00,7,56500.00,61,985c3b3a6e824978989d3c71d51e5e91,MGM Resorts International,81500.00,68
1,N00030191,0,0,50379.00,125,9f2f2c57be114b38b5473b66d03a3a86,University of Nevada,50379.00,125
2,N00030191,0,0,49450.00,27,2a50b706c5604ead8a7a83a55a3054f9,Rocky Research,49450.00,27
3,N00030191,15029.00,14,33389.00,26,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,48418.00,40
4,N00030191,40000.00,9,450.00,2,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,40450.00,11
5,N00030191,40000.00,14,250.00,1,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,40250.00,15
6,N00030191,40000.00,15,0,0,59ba4fe51c4141f996e0790c142a003a,Barrick Goldstrike Mines,40000.00,15
7,N00030191,40000.00,8,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,40000.00,8
8,N00030191,37500.00,12,0,0,7b47859e93ea4e4caca6e93bde4ff806,Communications Workers of America,37500.00,12
9,N00030191,37499.00,10,0,0,fb41fcd942444709a0396711b6ea7d19,Searchlight Leadership Fund,37499.00,10
0,N00030196,29500.00,18,12100.00,18,329c4520cfbe49d098fb3b26aee07fe3,General Electric,41600.00,36
1,N00030196,40000.00,8,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,40000.00,8
2,N00030196,38500.00,19,250.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,38750.00,20
3,N00030196,38000.00,17,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,38000.00,17
4,N00030196,35000.00,8,0,0,4817360e882848e6b6e236075db116a5,American Crystal Sugar,35000.00,8
5,N00030196,34750.00,18,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,34750.00,18
6,N00030196,34000.00,14,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,34000.00,14
7,N00030196,33000.00,18,500.00,1,390767dc6b4b491ca775b1bdf8a36eea,National Assn of Letter Carriers,33500.00,19
8,N00030196,28500.00,9,5000.00,1,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,33500.00,10
9,N00030196,33500.00,22,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,33500.00,22
0,N00027509,35000.00,7,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,35000.00,7
1,N00027509,0,0,34039.00,21,,Sg Interests,34039.00,21
2,N00027509,32500.00,11,0,0,116a891a3ee343d6b2a421310e02e7ee,Associated Builders & Contractors,32500.00,11
3,N00027509,0,0,30050.00,14,,Land Title Guarantee Co,30050.00,14
4,N00027509,0,0,28350.00,13,de84c3248dec4fdf95f2784450bfe11e,Anschutz Corp,28350.00,13
5,N00027509,0,0,27900.00,14,,Gmco Corp,27900.00,14
6,N00027509,0,0,27350.00,17,,Vicki Lee Green Realtors,27350.00,17
7,N00027509,0,0,26800.00,19,542d93897f484650ba47f110049fa451,Eaton Metal Products,26800.00,19
8,N00027509,22500.00,13,2750.00,3,6aab47626721430cb16834a0e29bbcc6,Koch Industries,25250.00,16
9,N00027509,25000.00,15,0,0,d1bc3415511445038cd565ab0fcc3e8c,National Rural Electric Cooperative Assn,25000.00,15
10,N00027509,25000.00,13,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,25000.00,13
0,N00032601,0,0,15000.00,12,86df4af10a264e37bfcf9ddb23a818e4,HJ Kalikow & Co,15000.00,12
1,N00032601,0,0,12500.00,7,,Otis Eastern,12500.00,7
2,N00032601,0,0,10000.00,4,,Real Estate Buisness Owner,10000.00,4
3,N00032601,10000.00,2,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,10000.00,2
4,N00032601,0,0,9400.00,7,,Kazmierczuk & McGrath,9400.00,7
5,N00032601,0,0,7800.00,4,,Aay Assoc,7800.00,4
6,N00032601,0,0,7500.00,5,597eccfe48784677a437569ff6293097,Goldman Sachs,7500.00,5
7,N00032601,0,0,7500.00,3,3b0f9248453d42168625aa3930f28241,Red Apple Group,7500.00,3
8,N00032601,0,0,7500.00,3,,Sab Capital Management,7500.00,3
9,N00032601,0,0,7500.00,3,,Weill Cornell,7500.00,3
0,N00006701,16500.00,6,23550.00,43,1e634435a671458d9db9ecc317bc056f,GAY & LESBIAN VICTORY FUND,40050.00,49
1,N00006701,35250.00,11,847.00,3,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,36097.00,14
2,N00006701,30000.00,7,2450.00,8,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,32450.00,15
3,N00006701,0,0,29587.00,81,0e85264c0c0e4dfb9a4b38cfc181f030,University of California,29587.00,81
4,N00006701,28500.00,9,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,28500.00,9
5,N00006701,27500.00,6,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,27500.00,6
6,N00006701,27500.00,7,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,27500.00,7
7,N00006701,26000.00,11,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,26000.00,11
8,N00006701,25000.00,5,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,25000.00,5
9,N00006701,22247.00,16,1200.00,4,86f2c81bb55f484691d515ed0ab717e0,Human Rights Campaign,23447.00,20
0,N00035535,0,0,20200.00,9,,Navatek Ltd,20200.00,9
1,N00035535,5500.00,3,12200.00,11,,Matson Inc,17700.00,14
2,N00035535,0,0,16100.00,9,,Higher Education Partners LLC,16100.00,9
3,N00035535,0,0,12800.00,21,dcd5591de57d4b05b26894a9c9575bf7,University of Hawaii,12800.00,21
4,N00035535,0,0,12650.00,21,,Hawaii National Guard,12650.00,21
5,N00035535,0,0,12600.00,7,a515187b2bdd455595d8a2df805f7816,Deloitte LLP,12600.00,7
6,N00035535,5000.00,2,7200.00,7,20e39e09112f47e98acb31948e6e487a,Alexander & Baldwin,12200.00,9
7,N00035535,0,0,11604.00,18,5a68c9b319354417abb9a1858bf7b9e1,State of Hawaii,11604.00,18
8,N00035535,10000.00,2,1200.00,2,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,11200.00,4
9,N00035535,0,0,10400.00,8,,Julie Laughton Design,10400.00,8
10,N00035535,0,0,10400.00,6,103ebe4a467c4550a27de745424d80d6,RM Towill Corp,10400.00,6
0,N00036107,10000.00,2,250.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,10250.00,3
1,N00036107,10000.00,4,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,10000.00,4
2,N00036107,10000.00,2,0,0,0bf8159bdec44c6d979ed529576a7c78,American Society of Anesthesiologists,10000.00,2
3,N00036107,10000.00,2,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,10000.00,2
4,N00036107,10000.00,2,0,0,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,10000.00,2
5,N00036107,10000.00,3,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,10000.00,3
6,N00036107,10000.00,2,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,10000.00,2
7,N00036107,10000.00,2,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,10000.00,2
8,N00036107,10000.00,2,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,10000.00,2
9,N00036107,10000.00,2,0,0,,Off The Sidelines,10000.00,2
0,N00035607,0,0,47950.00,26,ce7ad4a46fc747ada0689d3955ce655e,Trott & Trott,47950.00,26
1,N00035607,0,0,22800.00,9,4b2d6e23334d40a98ac3c1bbc0a9658b,PVS Chemicals,22800.00,9
2,N00035607,0,0,15600.00,6,603c4f8e983f4c3486585d343cca6c1b,Kojaian Companies,15600.00,6
3,N00035607,0,0,15600.00,6,,"Lerner, Sampson & Rothfuss",15600.00,6
4,N00035607,2500.00,1,10900.00,5,f6cf786ab8864e8e8945da16a61e53d6,Kelly Services,13400.00,6
5,N00035607,0,0,11400.00,7,,Conway Mackenzie,11400.00,7
6,N00035607,0,0,10750.00,7,,Assure360,10750.00,7
7,N00035607,0,0,10400.00,4,,"Barrett, Daffin et al",10400.00,4
8,N00035607,0,0,10400.00,4,,Environmental Quality Co,10400.00,4
9,N00035607,0,0,10400.00,4,d1f2144b82d14e44b96c089f06f1424c,Ilitch Holdings,10400.00,4
10,N00035607,0,0,10400.00,4,1090b88a6b7945568722dc30f4692e26,Suburban Collection,10400.00,4
0,N00035492,0,0,122200.00,48,f8c8e395f18a4a449ea0a19b279762e5,Elliott Management,122200.00,48
1,N00035492,0,0,53049.00,26,e543d026e04d4aef91383234633bd027,"Kleinberg, Kaplan et al",53049.00,26
2,N00035492,0,0,37600.00,20,,New Breed Logistics,37600.00,20
3,N00035492,0,0,26000.00,11,921e996451314ddb994d503994aba2f0,ACN Inc,26000.00,11
4,N00035492,10000.00,2,12425.00,20,ada2ad00a8354a6098f5241ff71dd8e1,Murray Energy,22425.00,22
5,N00035492,0,0,21800.00,20,fcf3b205ceb148369cd69781d7b59686,State of North Carolina,21800.00,20
6,N00035492,0,0,20800.00,13,,EUE Screen Gems,20800.00,13
7,N00035492,0,0,19650.00,15,56a0b5c5b3f842a88cabe692ead86fa6,Reynolds American,19650.00,15
8,N00035492,0,0,19200.00,9,ac8552a430df4c668f232e9afa87c15c,Robson Communities,19200.00,9
9,N00035492,2600.00,2,16500.00,17,,Triangle Orthopaedic Assoc,19100.00,19
0,N00004133,78348.00,60,49000.00,45,ba4ec2f815014e6e88d74dadc358879e,National Assn of Broadcasters,127348.00,105
1,N00004133,65500.00,20,51500.00,31,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,117000.00,51
2,N00004133,73300.00,50,40600.00,22,895c7a13d93c4d61a935032ba1961086,Ford Motor Co,113900.00,72
3,N00004133,25200.00,17,72170.00,113,39a88935be574352b4b9179404e3956e,Whirlpool Corp,97370.00,130
4,N00004133,79200.00,41,13500.00,31,16f27582ac244771a1ed2be8bb402648,CMS Energy,92700.00,72
5,N00004133,85539.00,60,2000.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,87539.00,61
6,N00004133,59700.00,43,21400.00,19,93d5911798b749a096c9cadc67e893c3,DTE Energy,81100.00,62
7,N00004133,69999.00,16,9750.00,11,24624d41234e41f180b9d65cdc77a678,National Cable & Telecommunications Assn,79749.00,27
8,N00004133,75850.00,39,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,75850.00,39
9,N00004133,72250.00,52,1000.00,1,d958530f0e2a4979a35af270dfb309a3,General Motors,73250.00,53
0,N00008051,31098.00,48,314077.00,318,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,345175.00,366
1,N00008051,11000.00,9,143074.00,236,5157dce66d0440c58087a4fa9e5d1c40,"Brownstein, Hyatt et al",154074.00,245
2,N00008051,0,0,150912.00,309,75f6e6506964456489ba06e60a026d90,University of Colorado,150912.00,309
3,N00008051,2000.00,1,145560.00,158,3f316295b1bc436f813923d592a67932,JStreetPAC,147560.00,159
4,N00008051,31000.00,13,99981.00,145,2317455cdc47401c82ff2b086a58809b,Level 3 Communications,130981.00,158
5,N00008051,13440.00,45,76600.00,142,a4083b91bd054b81b163f576c877102e,Council for a Livable World,90040.00,187
6,N00008051,6382.00,4,79378.00,146,d77cd15caa0e4c7cac3f81f6b2d60487,Holland & Hart,85760.00,150
7,N00008051,20000.00,4,57900.00,43,5f557f31bbe543f4b8f2c1986e12d460,DISH Network,77900.00,47
8,N00008051,70000.00,18,250.00,1,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,70250.00,19
9,N00008051,68000.00,24,1050.00,3,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,69050.00,27
0,N00006561,0,0,218917.00,218,dca1ab34f315427aa001ffe34afec212,ActBlue,218917.00,218
1,N00006561,80000.00,18,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,80000.00,18
2,N00006561,11327.00,16,57533.00,44,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,68860.00,60
3,N00006561,0,0,64850.00,128,0f4db5661bda44fcbacd7687b2928079,University Of New Mexico,64850.00,128
4,N00006561,62000.00,20,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,62000.00,20
5,N00006561,55000.00,13,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,55000.00,13
6,N00006561,50500.00,15,500.00,2,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,51000.00,17
7,N00006561,0,0,50365.00,90,5c77d857008c48f4ae56f663715f0cb5,State of New Mexico,50365.00,90
8,N00006561,44000.00,11,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,44000.00,11
9,N00006561,44000.00,16,0,0,390767dc6b4b491ca775b1bdf8a36eea,National Assn of Letter Carriers,44000.00,16
0,N00001102,84000.00,41,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,84000.00,41
1,N00001102,82500.00,50,800.00,3,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,83300.00,53
2,N00001102,79500.00,26,250.00,1,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,79750.00,27
3,N00001102,69000.00,24,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,69000.00,24
4,N00001102,63500.00,31,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,63500.00,31
5,N00001102,60500.00,40,0,0,4068ac69095943af8804dccec0cd5bce,Natl Assn/Small Business Investment Cos,60500.00,40
6,N00001102,60500.00,35,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,60500.00,35
7,N00001102,56597.00,47,0,0,e13e2512f89e4fff8cddd0f97b873ceb,American Institute of CPAs,56597.00,47
8,N00001102,56200.00,30,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,56200.00,30
9,N00001102,55000.00,45,0,0,c28bf9dd2a0b4ac19408b645ecc74a7a,Independent Community Bankers of America,55000.00,45
0,N00003813,20000.00,9,175200.00,136,6637f7b07b194354a9883e00021df842,PMA Group,195200.00,145
1,N00003813,105660.00,26,200.00,1,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,105860.00,27
2,N00003813,105000.00,28,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,105000.00,28
3,N00003813,101000.00,27,0,0,425be85642b24cc2bc3d8a0bb3c7bc92,Sheet Metal Workers Union,101000.00,27
4,N00003813,101000.00,25,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,101000.00,25
5,N00003813,97700.00,28,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,97700.00,28
6,N00003813,75999.00,37,19150.00,25,691e0f84c20e487596a88f6376eda155,General Atomics,95149.00,62
7,N00003813,15000.00,5,70850.00,39,486d8995a3da4e0789e3b94c1844b848,MacAndrews & Forbes,85850.00,44
8,N00003813,85500.00,26,0,0,1dd08892117849c2838a7a2830f61109,International Longshoremens Assn,85500.00,26
9,N00003813,14049.00,18,70350.00,75,d5bc3b5e617b43ed89e73000de9ff379,Van Scoyoc Assoc,84399.00,93
0,N00003583,25000.00,5,85900.00,93,2609005fc9564b2b8171c7c327f79188,Timken Co,110900.00,98
1,N00003583,15000.00,7,94500.00,124,c90696b5ec644da6b28369b6b7302d3a,MBNA Corp,109500.00,131
2,N00003583,0,0,100200.00,139,80498fe7281b4902b13455d1d4be433b,Forest City Enterprises,100200.00,139
3,N00003583,26000.00,19,67250.00,82,11bc62711aec48c4ae8d7604250450f3,National City Corp,93250.00,101
4,N00003583,15000.00,9,64250.00,81,0b0e16ab63e14ae88b616100030f2333,"Calfee, Halter & Griswold",79250.00,90
5,N00003583,25000.00,19,54250.00,67,d9244da9d6e04a80bad21425f0312762,Goodyear Tire & Rubber,79250.00,86
6,N00003583,18000.00,10,47300.00,81,eae679a88fa24b599ac1f373ab00fa27,Baker & Hostetler,65300.00,91
7,N00003583,20000.00,16,45300.00,85,653ea5cad97c456c8d48d468910e47db,Ernst & Young,65300.00,101
8,N00003583,25500.00,18,39275.00,41,6d1b41a3a3434b609d470c6ded894ca5,KeyCorp,64775.00,59
9,N00003583,0,0,64400.00,55,6e896305d9d84c10a0fe9a6c25a47400,American Financial Group,64400.00,55
0,N00009659,0,0,119526.00,109,3d076ace7cde471cad19fe6acdc945df,Edison Chouest Offshore,119526.00,109
1,N00009659,31735.00,25,60200.00,73,184a198a224447b8bcfbd9ed2cb2618b,"Jones, Walker et al",91935.00,98
2,N00009659,32500.00,21,37350.00,44,243f0b06727949259a900c72bb8bd0d1,Adams & Reese,69850.00,65
3,N00009659,0,0,67650.00,55,a67bfd3101f149e5a4c1dc3efe1f5067,Columbus Properties,67650.00,55
4,N00009659,0,0,55300.00,60,,Boh Brothers Construction,55300.00,60
5,N00009659,0,0,52650.00,61,f712b3add0444830bd1b795520f53d29,Bollinger Shipyards,52650.00,61
6,N00009659,0,0,51650.00,62,640945ea70154dfebfcb64d1b6cfcd8b,C&C Technologies,51650.00,62
7,N00009659,45000.00,19,2550.00,4,6a2f5a216da4454198a2265b4955ff5d,Northrop Grumman,47550.00,23
8,N00009659,32500.00,20,14583.00,14,58fe6ab7d2de4586a9bbac47c82ca6fd,Entergy Corp,47083.00,34
9,N00009659,0,0,46600.00,50,,Morris & Dickson,46600.00,50
0,N00013820,9000.00,7,125198.00,208,fe8bc3931b484d91aca0a84736b86b9d,"Arent, Fox et al",134198.00,215
1,N00013820,15407.00,16,74200.00,104,a882dc3e3fdd44919a67bed6f1f154bd,Arnold & Porter,89607.00,120
2,N00013820,60000.00,21,10200.00,12,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,70200.00,33
3,N00013820,0,0,68993.00,106,c91c5848630648679f58027e6d3292f3,US Dept of Health & Human Services,68993.00,106
4,N00013820,65800.00,35,500.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,66300.00,36
5,N00013820,60000.00,29,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,60000.00,29
6,N00013820,59500.00,17,500.00,2,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,60000.00,19
7,N00013820,57500.00,40,1250.00,2,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,58750.00,42
8,N00013820,0,0,57750.00,43,56335f4c6b2a4fb9b0f22ee0acf61114,AEPCO Inc,57750.00,43
9,N00013820,55000.00,21,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,55000.00,21
0,N00033367,20000.00,9,3100.00,2,f4af559f1a6c41208cdc918f689e9986,Land O'Lakes,23100.00,11
1,N00033367,20000.00,9,1000.00,1,6aab47626721430cb16834a0e29bbcc6,Koch Industries,21000.00,10
2,N00033367,20000.00,4,0,0,b20bb002dbdb456e9e8ff873eef287a9,Majority Cmte PAC,20000.00,4
3,N00033367,20000.00,10,0,0,ce17dab9c2d54960b881557174fbb2e4,Pioneer PAC,20000.00,10
4,N00033367,20000.00,4,0,0,593d2c24c2304df3b3c77f03ca8f90be,New York Life Insurance,20000.00,4
5,N00033367,20000.00,6,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,20000.00,6
6,N00033367,20000.00,10,0,0,ad060fd499a245368a7744522b79b2c2,Chevron Corp,20000.00,10
7,N00033367,20000.00,6,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,20000.00,6
8,N00033367,20000.00,4,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,20000.00,4
9,N00033367,20000.00,5,0,0,4eb0dbaf69384a8cb11f7032fd26a1de,California Dairies Inc,20000.00,5
10,N00033367,20000.00,4,0,0,42a6386b68b44566b50a5c72cee7bfea,California Westside Farmers Inc,20000.00,4
11,N00033367,20000.00,4,0,0,1e980d24f6904d57878ae4253d074f53,Continuing a Majority Party Action Cmte,20000.00,4
0,N00007021,0,0,28900.00,12,c56fc88cb3d5408eb9b3293cc72a807e,Duty Free Americas,28900.00,12
1,N00007021,0,0,24971.00,14,,Liquid Environmental Solutions,24971.00,14
2,N00007021,23500.00,11,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,23500.00,11
3,N00007021,20000.00,4,600.00,2,653ea5cad97c456c8d48d468910e47db,Ernst & Young,20600.00,6
4,N00007021,20000.00,4,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,20000.00,4
5,N00007021,20000.00,4,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,20000.00,4
6,N00007021,20000.00,4,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,20000.00,4
7,N00007021,20000.00,4,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,4
8,N00007021,18500.00,9,0,0,f423776763214d4fa63d86566d4e13a1,WELLPOINT INC,18500.00,9
9,N00007021,18000.00,7,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,18000.00,7
0,N00033839,0,0,61000.00,27,1c91840fe0bb480985f906f91671b989,"Nix, Patterson & Roach",61000.00,27
1,N00033839,5000.00,2,25400.00,10,02c19ab48d6b49fbaa33f05ec4b2de4c,Bass Brothers Enterprises,30400.00,12
2,N00033839,28000.00,10,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,28000.00,10
3,N00033839,25000.00,8,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,25000.00,8
4,N00033839,25000.00,6,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,25000.00,6
5,N00033839,25000.00,8,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,25000.00,8
6,N00033839,25000.00,5,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,25000.00,5
7,N00033839,22000.00,6,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,22000.00,6
8,N00033839,20000.00,4,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,4
9,N00033839,20000.00,4,0,0,,Laborers Union/Midwest Region,20000.00,4
10,N00033839,20000.00,5,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,20000.00,5
11,N00033839,20000.00,4,0,0,dc6af435f0ec4269a5d73e9b286dc84f,Border Health,20000.00,4
0,N00034349,0,0,30900.00,13,,Dos Logistics,30900.00,13
1,N00034349,25000.00,5,0,0,dc6af435f0ec4269a5d73e9b286dc84f,Border Health,25000.00,5
2,N00034349,0,0,20200.00,8,de48fa78b1004e7db6aba6db8e583a16,L&F Distributors,20200.00,8
3,N00034349,20000.00,5,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,20000.00,5
4,N00034349,15000.00,3,0,0,,Laborers Union/Midwest Region,15000.00,3
5,N00034349,14000.00,8,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,14000.00,8
6,N00034349,0,0,12964.00,15,,Ambiotec Engineering Group,12964.00,15
7,N00034349,12500.00,4,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,12500.00,4
8,N00034349,12500.00,3,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,12500.00,3
9,N00034349,12000.00,7,0,0,73f5c6693a6949e4861ed516ddc505d2,United Technologies,12000.00,7
0,N00001261,0,0,80150.00,109,81be1bb5e93d4bbebe43b6f7bbab0877,Pyramid Companies,80150.00,109
1,N00001261,68800.00,52,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,68800.00,52
2,N00001261,59500.00,24,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,59500.00,24
3,N00001261,58300.00,22,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,58300.00,22
4,N00001261,52250.00,37,5000.00,15,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,57250.00,52
5,N00001261,49350.00,43,550.00,2,73f5c6693a6949e4861ed516ddc505d2,United Technologies,49900.00,45
6,N00001261,0,0,49100.00,91,b4614b84ac6440fdb1d34d27d29ca3e4,Cassidy & Assoc/Interpublic Group,49100.00,91
7,N00001261,49000.00,28,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,49000.00,28
8,N00001261,46000.00,23,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,46000.00,23
9,N00001261,40400.00,14,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,40400.00,14
0,N00003159,0,0,89800.00,87,ce9b07ee94e84a04bde52b526dec2bb5,McKee Foods,89800.00,87
